NOME_SALA,REGISTRO_SALA,CNPJ_SALA,SITUACAO_SALA,DATA_SITUACAO_SALA,DATA_INICIO_FUNCIONAMENTO_SALA,ASSENTOS_SALA,ASSENTOS_CADEIRANTES,ASSENTOS_MOBILIDADE_REDUZIDA,ASSENTOS_OBESIDADE,ACESSO_ASSENTOS_COM_RAMPA,ACESSO_SALA_COM_RAMPA,BANHEIROS_ACESSIVEIS,NOME_COMPLEXO,REGISTRO_COMPLEXO,SITUACAO_COMPLEXO,DATA_SITUACAO_COMPLEXO,PAGINA_ELETRONICA_COMPLEXO,ENDERECO_COMPLEXO,NUMERO_ENDERECO_COMPLEXO,COMPLEMENTO_COMPLEXO,BAIRRO_COMPLEXO,MUNICIPIO_COMPLEXO,CEP_COMPLEXO,UF_COMPLEXO,COMPLEXO_ITINERANTE,OPERACAO_USUAL,NOME_EXIBIDOR,REGISTRO_EXIBIDOR,CNPJ_EXIBIDOR,SITUACAO_EXIBIDOR,NOME_GRUPO_EXIBIDOR,Código Município Completo
CINÉPOLIS MILLENNIUM - SALA 2,5005150.0,09.652.820/0043-91,EM FUNCIONAMENTO,01/07/2021,07/08/2015,162.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 3,5005151.0,09.652.820/0043-91,EM FUNCIONAMENTO,01/07/2021,07/08/2015,245.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 4,5005152.0,09.652.820/0043-91,EM FUNCIONAMENTO,01/07/2021,07/08/2015,227.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 5,5005153.0,09.652.820/0043-91,EM FUNCIONAMENTO,01/07/2021,07/08/2015,232.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 6,5005154.0,09.652.820/0043-91,EM FUNCIONAMENTO,28/05/2022,07/08/2015,182.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 7,5005155.0,09.652.820/0043-91,EM FUNCIONAMENTO,15/12/2022,07/08/2015,85.0,4.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
CINÉPOLIS MILLENNIUM - SALA 8,5005156.0,09.652.820/0043-91,EM FUNCIONAMENTO,01/07/2021,07/08/2015,448.0,6.0,,,SIM,NÃO,SIM,CINÉPOLIS MILLENNIUM,30116.0,EM FUNCIONAMENTO,01/07/2021,www.cinepolis.com.br,"AVENIDA DJALMA BATISTA, MILLENNIUM SHOPPING",1661.0,PISO G3 LOJA 02,CHAPADA ,MANAUS,69050-010,AM,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,1302603.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATAL SHOPPING 7 - VIP,5006499.0,09.652.820/0029-33,EM FUNCIONAMENTO,23/05/2021,16/01/2020,90.0,3.0,0.0,0.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
NATAL SHOPPING 8 - VIP,5006500.0,09.652.820/0029-33,EM FUNCIONAMENTO,23/05/2021,16/01/2020,58.0,3.0,0.0,0.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 1 MACRO,5004460.0,09.652.820/0029-33,EM FUNCIONAMENTO,23/05/2021,29/11/2013,326.0,7.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 2 TRADICIONAL,5004461.0,09.652.820/0029-33,EM FUNCIONAMENTO,23/05/2021,29/11/2013,158.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 3 TRADICIONAL,5004462.0,09.652.820/0029-33,EM FUNCIONAMENTO,23/05/2021,29/11/2013,124.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 4 TRADICIONAL,5004463.0,09.652.820/0029-33,EM FUNCIONAMENTO,22/10/2022,29/11/2013,143.0,4.0,1.0,1.0,SIM,NÃO,NÃO,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 5 VIP,5004464.0,09.652.820/0029-33,EM FUNCIONAMENTO,15/06/2021,29/11/2013,68.0,3.0,,,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
SALA NATAL SHOPPING 6 TRADICIONAL,5004465.0,09.652.820/0029-33,EM FUNCIONAMENTO,06/05/2022,29/11/2013,158.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NATAL SHOPPING,25822.0,EM FUNCIONAMENTO,23/05/2021,www.cineplois.com.br,AVENIDA SALGADO FILHO,2234.0,PISO L2,CANDELARIA,NATAL,59064-000,RN,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2408102.0
CINÉPOLIS NORTE SUL PLAZA 01,5003392.0,09.652.820/0012-95,EM FUNCIONAMENTO,14/07/2022,09/12/2011,152.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 01,5003392.0,09.652.820/0012-95,EM FUNCIONAMENTO,14/07/2022,09/12/2011,152.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 01,5003392.0,09.652.820/0012-95,EM FUNCIONAMENTO,14/07/2022,09/12/2011,152.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 02,5003393.0,09.652.820/0012-95,EM FUNCIONAMENTO,19/10/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 02,5003393.0,09.652.820/0012-95,EM FUNCIONAMENTO,19/10/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 02,5003393.0,09.652.820/0012-95,EM FUNCIONAMENTO,19/10/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 03,5003394.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,177.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 03,5003394.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,177.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 03,5003394.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,177.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 04,5003395.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,269.0,3.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 04,5003395.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,269.0,3.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 04,5003395.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,269.0,3.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 05,5003396.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 05,5003396.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 05,5003396.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,169.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 06,5003397.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,305.0,6.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 06,5003397.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,305.0,6.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 06,5003397.0,09.652.820/0012-95,EM FUNCIONAMENTO,25/06/2021,09/12/2011,305.0,6.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
CINÉPOLIS NORTE SUL PLAZA 07,5003398.0,09.652.820/0012-95,EM FUNCIONAMENTO,23/07/2021,09/12/2011,154.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2401305.0
CINÉPOLIS NORTE SUL PLAZA 07,5003398.0,09.652.820/0012-95,EM FUNCIONAMENTO,23/07/2021,09/12/2011,154.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2701506.0
CINÉPOLIS NORTE SUL PLAZA 07,5003398.0,09.652.820/0012-95,EM FUNCIONAMENTO,23/07/2021,09/12/2011,154.0,4.0,1.0,1.0,SIM,NÃO,SIM,CINÉPOLIS NORTE SUL,20429.0,EM FUNCIONAMENTO,25/06/2021,,AV PRESIDENTE ERNESTO GEISEL,2300.0,SL 46,JD JOQUEI CLUBE,CAMPO GRANDE,79080-105,MS,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,5002704.0
SALA CINEPOLIS NORTH SHOPPING JOQUEI 01,5004471.0,09.652.820/0032-39,EM FUNCIONAMENTO,14/06/2021,06/02/2014,264.0,5.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTH SHOPPING JÓQUEI,25960.0,EM FUNCIONAMENTO,14/06/2021,www.cinepolis.com.br,AVENIDA LINEU MACHADO,419.0,ES 3026 a 3028,JÓQUEI CLUBE,FORTALEZA,60520-101,CE,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2304400.0
SALA CINEPOLIS NORTH SHOPPING JOQUEI 02,5004472.0,09.652.820/0032-39,EM FUNCIONAMENTO,14/06/2021,06/02/2014,295.0,6.0,3.0,3.0,SIM,NÃO,SIM,CINÉPOLIS NORTH SHOPPING JÓQUEI,25960.0,EM FUNCIONAMENTO,14/06/2021,www.cinepolis.com.br,AVENIDA LINEU MACHADO,419.0,ES 3026 a 3028,JÓQUEI CLUBE,FORTALEZA,60520-101,CE,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2304400.0
SALA CINEPOLIS NORTH SHOPPING JOQUEI 03,5004473.0,09.652.820/0032-39,EM FUNCIONAMENTO,14/06/2021,06/02/2014,264.0,5.0,3.0,3.0,NÃO,NÃO,NÃO,CINÉPOLIS NORTH SHOPPING JÓQUEI,25960.0,EM FUNCIONAMENTO,14/06/2021,www.cinepolis.com.br,AVENIDA LINEU MACHADO,419.0,ES 3026 a 3028,JÓQUEI CLUBE,FORTALEZA,60520-101,CE,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2304400.0
SALA CINEPOLIS NORTH SHOPPING JOQUEI 04,5004474.0,09.652.820/0032-39,EM FUNCIONAMENTO,02/07/2021,06/02/2014,229.0,5.0,2.0,2.0,SIM,NÃO,SIM,CINÉPOLIS NORTH SHOPPING JÓQUEI,25960.0,EM FUNCIONAMENTO,14/06/2021,www.cinepolis.com.br,AVENIDA LINEU MACHADO,419.0,ES 3026 a 3028,JÓQUEI CLUBE,FORTALEZA,60520-101,CE,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2304400.0
SALA CINEPOLIS NORTH SHOPPING JOQUEI 05,5004475.0,09.652.820/0032-39,EM FUNCIONAMENTO,01/07/2021,06/02/2014,400.0,8.0,4.0,4.0,SIM,NÃO,SIM,CINÉPOLIS NORTH SHOPPING JÓQUEI,25960.0,EM FUNCIONAMENTO,14/06/2021,www.cinepolis.com.br,AVENIDA LINEU MACHADO,419.0,ES 3026 a 3028,JÓQUEI CLUBE,FORTALEZA,60520-101,CE,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,2304400.0
CINÉPOLIS PARQUE MAIA SALA 01,5005060.0,09.652.820/0035-81,EM FUNCIONAMENTO,13/05/2021,21/04/2015,218.0,4.0,2.0,2.0,SIM,NÃO,SIM,CINÉPOLIS PARQUE MAIA,29707.0,EM FUNCIONAMENTO,26/04/2021,www.cinepolis.com.br,AV. BARTHOLOMEU DE CARLOS,230.0,LUC 4045,JARDIM FLOR DA MONTANHA,GUARULHOS,07097-420,SP,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,3518800.0
CINÉPOLIS PARQUE MAIA SALA 02,5005061.0,09.652.820/0035-81,EM FUNCIONAMENTO,29/04/2021,21/04/2015,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,CINÉPOLIS PARQUE MAIA,29707.0,EM FUNCIONAMENTO,26/04/2021,www.cinepolis.com.br,AV. BARTHOLOMEU DE CARLOS,230.0,LUC 4045,JARDIM FLOR DA MONTANHA,GUARULHOS,07097-420,SP,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,3518800.0
CINÉPOLIS PARQUE MAIA SALA 03,5005062.0,09.652.820/0035-81,EM FUNCIONAMENTO,29/04/2021,21/04/2015,210.0,4.0,2.0,2.0,SIM,NÃO,SIM,CINÉPOLIS PARQUE MAIA,29707.0,EM FUNCIONAMENTO,26/04/2021,www.cinepolis.com.br,AV. BARTHOLOMEU DE CARLOS,230.0,LUC 4045,JARDIM FLOR DA MONTANHA,GUARULHOS,07097-420,SP,NÃO,COMERCIAL,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,17266.0,09.652.820/0001-32,REGULAR,CINÉPOLIS,3518800.0
